comments	label
안현모 낳기 싫은거 간접적으로 티냄 라이머 빡침 이기적인 안현모의 태도에 실망한듯	0
연예인 이름 날리는거 지긋지긋하다한예슬이 어쩌라고	0
이국주 이영자 김숙 송은이 박나래 신봉선 김영희 누가 있죠	0
염정아 연기력 엄지척	0
전한길 아니다걔는 이미 유명해서 아는데 뭐하러 말해	0
에구 어린 아들 때문에 편히 눈감지 못하셨겠네요 이를 어째 주변의 도움으로 아이가 씩씩하게 성장하기를 바랄게요 재근씨는 아이 맘속에 영원히 살아계실거에요 명복을 빕니다	0
박나래 너무 나온다 채널 돌리기만 하면 박나래 지겹다 진짜	0
스카이캐슬과 같은 긴장감 몰입도 ㅋㅋ	0
연기자들은 반성해라 조민기 선생님이 현실에서도 다양한 연기를 보여줬다 이번에는 성추행범으로 열연하신거뿐 연말 연기대상 가즈아	0
신났구만 다들	0
수학 1타 강사들 말고는 그저 그럼 연고대 출신이라면서 알고보면 분캠인 경우도 있고	0
검정 롱패딩보단 보기좋네	0
냄새가	0
드라마는 믿고거른다 기사관심없으니 개이버는 돈받고 언플기사작작쓰고 대중이 보고싶어하는 기사를써 빙시나 어떻게 볼만한기사가 하나가없니	0
외제차 애들이라 생각이다른 바퀴임	0
주로 은행쪽 전문인데 은행이 줄어들고 있어서 일감 많이 떨어짐	0
진짜 이쁘긴 이쁘다	0
레이저 업체에 도면 보내면 그걸 가져와서 용접을 직접하기도 하고 ss41에 용접해서 만들어 오는게 얼마나 많은데	0
정준호딸맞네 똑닮앗네	0
성폭행 사실이 입증이 됬군여	0
괜찮은 아웃풋임 얼굴도 참하고	0
마스크쓰면 이쁘네	0
지이이이잉	0
진짜 이렇게 애가지고도 축복못받기도 힘들듯	0
궂이 안보여줘도 되는데… 안궁금한데	0
김구라에게 달릴 머리가 165에 달림	0
잔나비 힘네세요 당신의 노래가 우울한 생활의 한줄기 빛입니다 잔나비 노래 들으면 불면증으로 잠을 못이룹니다 당신들의 노래는 인생의 빛입니다	0
컨트리맨도 별이 다섯개	0
나만 비연예인이 싫은가 이세상에 연예인과 비연예인 둘만 존재하는것도 아니고	0
제목만 보고 한혜진 언니인줄알고 들어온 나년ㅠㅠㅠㅠㅠㅠㅠ 나혼산은 불매지만 혜진언니 보고싶긔ㅠㅠㅠㅠㅠ	0
관심없음ㅋㅋ 지상파나왔음 욕만더먹었겠지	0
유학다녀와서 레스토랑에서 하는걸까 궁금	0
성령이 미만	0
딘딘해서 좋아 좋아 딘딘해	0
60만원으로 무슨 5억 피해입은 마냥 폭로하는 놈도 그렇고 60만원을 갚고 쌩깠던 매니저 놈도 그렇고 안습이다 인간들 요즘 그런지 ㅉㅉ 신상털기 먼지털기가 인생 낙인갑다	0
여군이 간부만 있어서 그럴 수도 있을 같습니다	0
홍보가 지나치다했더니 역시 망삘 연기 잘하는 추자현 특별출연으로 1회에서 죽음 ㅋㅋㅋ	0
현아실제키가 162정도라고하니 43키로면 마른편이긴하지만 건강이 염려될정도는 아니고 예쁜 정도이다	0
한번 봐줘야겠지	0
옆에 차가 살짝 안비켜줬었다면 생각도 하기싫네요	0
우리 미애는 못말려	0
210km	0
점입가경	0
연기쩌는 중2	0
고주원 커플방송 늘려주세요ㅠㅠ 너무 짧아요	0
어휴 가세연 가세연이 물엇다니 우리 예지 응원해야겟노	0
연애의 시즌 2가 끝났고 결혼하면 다시 출연할지는 모르지만 시즌 3에선 오창석 배우 커플 이야기가 제일 재미있고 기대되어 마지막 순서에 방송하는걸 희망한다	0
김정현배우님 파이팅 연기정말 잘하는 배우중 한분 영화 메소드 출연했던 오승훈배우님두 연기 정말잘하는데 두분 배우님 응원합니다	0
정글가이드 병만이만 존나 애쓴다 고생이 많다 돈주고 관광 시켜주고 현지 식사제공까지	0
개oooo새oooo끼가 19살 장난하는것도아니구 먹는 음식 가지고 장난좀 하지 말자	0
자식이라 이쁜가보다	0
적어도 페미인지 아닌지는 봐야한다고 생각한다	0
1959년 자유당 시절에 하버드 로스쿨에 입학하셨다가 할리우드로 진출하셨어요 대단하신 분이셨군요	0
젼나이쁘네	0
픽업아티스트다	0
죄송합니다 ㅜㅡ	0
꽈자와자꽈꿍꽐라까자 자불라자	0
근데 진짜 몰라서 그러는데 로스터 업뎃하면 뭐를 수있는건가요	0
방송이 장난인가 ㅋㅋㅋ당연히 그런 발언은 사석에서 몰래해야지구분 못함	0
셀프 쓰레기통으로	0
gimbap and norimaki now refer to distinct dishes in japan and korea the former called kimupapu in japanese and the latter called gimchobap or norimaki in korean gimbap usually contains more ingredients and is seasoned with sesame oil while norimaki is rolled with fewer ingredients and is seasoned with rice vinegar	0
중기는 결혼하고 망했어 풋풋함이 없어지고 아재느낌 군대 제대하고 활동을 많이 했어야 했는데 혜교한테 잡혀서 캐릭터 애매하다	0
자비롭군요 mr 봉산	0
그냥 계속 금지해 2개월	0
힘내라 꽃길만 걷자 준희양 엄마가 하늘에서 보고계시니 꼬옥 힘내라	0
어떤 이유든 폭력은 정당화 되어선 안됨 남자 여러명이 여자 폭행한게 맞을짓해서 때린 거라니 진짜 미친 같다	0
개복어도 장가 보내자	0
원래 컴퓨터 바이러스도 백신이 못잡아 내는데	0
머리카락을 아프게 잡아당긴거임 뭐땜에 그런거임 성추행식으로 변태같이 머리만짐 영상이 없으니 뭐가 잘못된건지 알수가있나	0
주작의 냄새가 한가득	0
김혜수동생아님	0
폭죽이야 잘못된거지만 거기등산로인데 흡연은 거기등산로 한사람들도있을수있는데	0
강한나는 좋은기사 올라온게 거의 없네	0
성결교가 기독교 3대 종파중에 가장 규모가 작지요	0
승리를 박살내는구나 불쌍하다ㅠ	0
너무 재밌어요	0
남자들 혼자 라이프조아조아	0
진짜 순발력 센스는 올타임원탑	0
미안한데 edm 10년동안 들었지만 누군지 모름티에스토나 폴반 야할은 아는데	0
잘못한 진우랑 설아가 재결합하는건 절대안된다 진우는 엄마를 잘못둔 죄와 바람핀 죄값을 받아야한다 문태랑은 인격자이고 설아를 진심으로 사랑한다 태랑과 설아가 결혼했으면 좋겠다 ^^	0
이참에 탈탈털자 제발	0
19에서15로 바뀌고 망트리 탄거	0
1회 출전만 지켜주면 여전히 쓸만함 ㅋㅋ	0
영혼까지팔아도 된다는놈일거야	0
얘쁘네	0
도깨비가 그렇게 떴는데 너만 안뜬줄아냐 도깨비가 뜬많큼 성형전 얼굴이 떴음 이와중에 아이유에 묻어가기는 아이유는 노래라도 잘부르지	0
정은태 황동주 짜증나는 인물	0
타이항공에서 비행기 연착되어서 제공했줬던 숙소보다 훨씬 좋네요	0
김동명은 실력이 역부족이라 잘나갔네	0
지방것들이 서울 품평하냐	0
소녀시대 유리	0
구혜선본인이 당당하니까 저렇게 활동하지 안재현은 본인이 잘해서 조용히 있는게아니라 구린게 많으니까 소속사뒤에숨어서 드라마피해갈까봐 조용한거아님 무책임한사람이다	0
아마 살뺄수록 욕먹을꺼다 자괴감 쩔듯	0
유리언니 마리텔부터 좋아했었는데 결혼다신다니 정말 축하드립니다ㅜㅜ 정말 행복하셨으면 좋겠어요 두분 행복한 부부생활 보내세요	0
저도 속았네요 ㅋㅋㅋ	0
큰딸시어머니입은 흰블라우스 어디건지요	0
아개재밋어 ㅋㅋㅋㅋ	0
ㄹㅇ ㅇㅂ	0
50대야 강호동이 이제 50인데	0
그레서 어떡계하라고	0
정말 축하해요	0
이게뭐가 나쁜예죠 누구나 만나고 헤어질수있는데 비유가 좋지 않네요	0
골프예능은 정말 신박하네요 요새 신선한 방송 콘텐츠들이 많이 나오는 같아 볼게 많아 같습니다 골프는 다른 스포츠에비해서 잘몰랐는데 이번 기회를 통해서 많이 있었던 같습니다 재밌어요	0
그냥 결혼하지 기사	0
축하드려요	0
어르신들 표라도 빨기 위한 전략적인 행보에 불과합니다 저러고 총선 끝나면 자기들 밥그릇 챙기기에 운운	0
부캐임 ㅋㅋ	0
개인정보 제공 이유가 그거였노 ㅋㅋㅋ	0
좌측이야	0
축하해요 공효진은 연기의 신이다	0
20년이 넘었다 부모는 속이 타고 억울하겠지만 이젠 묻어둬야지 그렇다면 억울하게 죽은 사람이 얼마나 많을까 30년 지난 화성사건은 피해가족들은 그땐 가해자도 되었지만 시간이 지난 오늘은 피해자가 될수있다	0
키스는 남았나요	0
참이뿐이네요시아버지가 며느리사랑이대단하던데 보기좋아요	0
ㅋㅋ 패기넘치게 공지 올렸으니 패기 넘치게 망해봐야지	0
형광등 피부 너무 부러움 그냥 아니라 화사하고 밝다 피부과 가면 저렇게 만들어 주나요 나도 해보게	0
호주 막힌지가 언제인데ㅋㅋ 타임머신타고 과거에서 돌아왔노	0
그시간에 이제 무얼 하지요 시즌2로 빨리 돌아와 주시면 정말 좋겠어요 기다릴께요 ♡♡	0
ㄴㄴ 외모가 전부는 아니라고 생각함	0
꼴깝 박수칠때 떠나야지 뻐기네	0
1인당 gdp는 낮을수록 빨리올라가는게 맞음	0
기대되요 멋진 모습 있었음 합니다	0
추스리고 누워야 하는데 대구 경북	0
윤성한 아프리카 개노잼	0
영심이가 용식이 첫사랑 누가인가 ㅋㅋ	0
공군 남색 아님	0
소송	0
로별쓴 작가랑 넘비교된다 ㅜㅜ개막장	0
위험성을 따진다면	0
박진영의 인성과 성실함은 인정함	0
자신의 행위를 신뢰한다면 사람은 천국에 가지 못하고 지옥에 가게 것임	0
여태껏 선진국이라 생각했었던 나라들이 다들	0
송가인 화이팅	0
진짜	0
누구냐 이자슥은또	0
당신을 보면 이구절만 생각나네요바보가 신념을 가지면 무섭습니다 결혼한다니 축하드리고 잘사시길 바랍니다 자기 주제에 맞게 사시길	0
유천이랑 연락하죠	0
마약 했다잖아 시래기들아 어느 팬이 와서 어그로질이냐	0
희한하게도 수도권에선 인물이 안나오네ㅋㅋㅋ	0
쁘아까오 포프라묵 2006년도 정도가 인간이 할수있는정점이다	0
뭐하러 나왔는지 ㅉㅉㅉ그동안 한회도 않빼고 봤는데 왕짜증최 않나왔으면 좋겠다 피디양반 글케나올사람이 없냐 나온다해서 않보고다른프로봄 지들끼리 ㅈㄹ을하세요	0
대체 나한테 왜그러는거야	0
se$ 아닌가요 이제 sea eugene $hoo	0
음주운전이 망신아님	0
방정현이라 조선일보 일가 아니야 심각하게 의심드는데	0
이런 신파극 지긋지긋하다	0
제발 대한민국 식민지 삼아주세요 ㅠㅠㅠㅠ	0
그때실제로봤을때도 재미있으시고 했는데이런멋진일을	0
쳤으면 다야 ㅋㅋㅋㅋㅋㅋㅋㅋ 방송에서 저딴 식으로 표현하는건 문제 있다고 생각하는데 그리고 몰카범죄룰 우려하는 메세지를 였으면 다르게 표현할 방법이 충분히 많았다 제발 일차원적으로 생각하지 마세요	0
많이 행복하시길	0
그냥 둘이 맘에있는듯 홍진영은 등치있고 리더십있는 상남자스탈을 좋아하고 김종국도 애교많은 여자를 좋아하는듯ㅋ	0
남궁민 때문에 보는 드라마	0
성심껏 사과하고 배상하고 재발방지 약속하면 조용히 넘어 있는 일을 자식새끼 전국적인 호로새끼 만들려고 엄마가 작정을 했구나 자식 인생 망치는 부모의 표본같으니라구	0
리더의 말은 그럼 박쥐도 없는데 코로나 그거 잡기 힘들답니꽈 이래야되나 보지	0
마닷님이홍수현님을많이좋아하고있다는게눈에보여요 둘이너무잘어울려요 결혼까지했으면좋겠어요	0
저런집에 자식들 용돈 얼마주냐 그러면대부분이 50씩 쓴다 그럴거다 ㅋ가장이 미성년자 자식한테 용돈 빌려쓰는 괴상핫 집구석	0
좋은곳만 다니니 턱이 있나	0
결국 합의하고 해체인데 합의 상황에서 소송거는건 무슨	0
500급 카라반 같은데 일반 주차라인에 주차가 가능 한가요	0
박한별 연기 졸라못하네	0
축구할때는 그렇게 한국 한국 하더니	0
누군지 모름	0
어떻게 연예 뉴스에 버트 레널즈 사망 소식이 없나	0
요즘 얘네한테 관심 있던 사람	0
애쓴다 애써 당당하게 사귀지 그게 꼴볼견이냐	0
서태지 천재	0
아오 믿어라 쪼옴 아주 멀쩡한 사람 황천길 못보내서 환장했니 말도 안되는 찌라시 소설은 철썩같이 믿음서 ㅋㅋ믿고 싶은데로 믿네 아주ㅋㅋㅋ좀 현실성 있게 세상을 ㅠㅠ 현실은 서프라이즈가 아니야	0
솔직히 이상민아니였음 방송코배기못나올사람인데	0
자연미인도 아닌게 네이버일마들 자꾸 띄우는겨 지겹네 아오	0
해체해야지 아이즈원 엑스원 둘다	0
너덜너덜 ㅋㅋㅋ	0
감독봐	0
중견기업의 경우도 사장이 야심이 있는 곳이면 대기업 못지않게 바쁜데 대기업 1차 벤더로 안주하는 곳은 업무강도가 대기업보다 낮고	0
나쁜짓 뭐했는데	0
예민하고 카리스마 있는 분위기가 너무 좋음	0
개폭망 벌써 차트아웃 1따리 ㅋㅋ	0
7차선클라스 ㅁㅊ	0
저는 씹습니다	0
개터졌네ㅋ	0
아잇 발시려 푸르르	0
현우 현주가 불쌍하다	0
남자배우가에러네 왤케 남자배우캐스팅을못	0
사람들 너무 무섭다 ㅠㅠ 해킹에 대한 잘못을 먼저 따지고 들어야하는데 뭐가 잘못돼도 한참 잘못됐지	0
카이가 도대체 몇명이냐 이름좀 바꿔라	0
하나가 되자	0
할짓없는 놈들이라고 비난하지마라 ㅋㅋ 니들은 할짓많아서 남의사업장에 일하러간다음 10시간 뼈빠지게일하고 시급 만원받냐	0
가입일 얼마 안되는 빨랩은 분탕가능성이 있음	0
전소민 진짜 귀엽고 김지석 설렌다 몸매어쩔껀가 ㅠㅠㅠㅠ	0
죽음으로 보답받길	0
바비도 검사해라 쿠시는 이미 마약사범	0
여태 강성훈이 젝키에 해준게 얼만데 욕하나요 제정신인가요	0
송지효 김종국 양세칠이 심각하게 하차고려해야할듯 나머진 재밌는데 분위기다운시키는 저사람들 문제	0
전라도 홍어들이 들어가도 되는 건물은 오로지 게토와 안나오는 샤워실 뿐이다	0
간첩설이 아니라 간첩 맞어 이런애가 일베하고 있지 분단국가에서 수십년 전부터 우리나라에 스파이가 없었겟냐 확율적으로 그게 말이 전우주에 생명체가 지구밖에 없단 소리랑 같은거다	0
우파는 더이상 가망없어	0
오지게 하나보네	0
저게 뭔데 1700만원씩이나 투자하냐	0
그만해라 후졌다	0
프롬프터가 어딨는데	0
그쯤 되면 중이 절을 떠나면 되는데	0
주위에하도 주식해서 털린사람이많아 시작도안함	0
동물적직감이란게 있는거 같음	0
16년 1월 임용자는 20년 2월 자동진급인데 보통 저때 임용자중에 자동까지 진급못하는 애들이 많지 않거든 쟤는 승진못하고 후배들이 먼저 경장 승진하는거보고 열받앗나본데 그게 죽을이유까지는 안됐을거고 의문이네	0
이얗호응	0
출연료들을 너무 많이 주니까 저런일이 벌어지는 것이다 개는 똥을 못끊는다	0
방송은 연출이고 대본이지 하면서 방송에 나오는건 그대로 믿고 죽일라함	0
상황봐가면서 써먹으면 정치만한게 없음 가만히 지켜보고있으면 그사람이 어떤성향인지 파악할수있음 코드에맞는사람인지 아닌지 맞는 사람이면 오히려 정치얘기 이야기 소재로 삼으면 가까워질수있는 계기	0
먼데 노잼이다	0
솔직히 기안84가 잘생겼다 그치만 박정민 배우가 좋다 왜일까 그저 자기일에 충실하고 묵묵히 뭐든지 스스로 하는 모습이 은근 매력있다	0
꺼어어어어억 점심 소화 안되네	0
일베& 슈가대디논란 해명해	0
환희 이쁜데 뭐라하지마라 ㅡㅡ	0
같은 팀원이 보듬어주지 메인싱어가 나가는건 젝키를 좋아하는 팬입장에서 많이 아쉽다	0
것보다 자신이 아무리 우쭐거려도 나보다 사람은 있길 마련이고 모든 것에는 존재의 가치란게 있길 마련인데특정 직업군을 아무렇지 않게 비하한 사실 자체가 경악 스러웠다	0
비연예인은 어디서 만났을까	0
슬기 보는 너무 아쉽다ㅜㅜ	0
괸찬아 갑상선암은 조기치료하면 큰걱정안해도 된다 빨리 완쾌해서 다시 무대서기를 화이팅	0
일본처럼 7인의 사무라이 나오고 할복하고 죽으라는것도 아니고 티케이 불출마 한명도 없는데 지지율 올라가길 바라로 총선 이기길 바라고	0
아시블 개시블	0
남편이 이병헌이라는게 흠이지	0
임영웅 질린다 똑같은 패턴에 노래	0
ㄹㅇ 관종	0
헐ㅠ차배우님 뮤지컬 몇번 본적있는데 너무 카리스마있고 멋있으셨어요 부디 이겨내시고 무대로 다시 돌아오셨으면 좋겠습니다ㅠ	0
가짜뉴스 안보는 재미요	0
뭐야	0
아이구 지민씨 너무 예쁘다	0
음식전부 원단가 솔직히 1만5000원 절대 안넘는다 목아지 건다	0
사업실패충인갑네ㅋ	0
강타 실제로 보면 잘생겼는가보넹 개취지	0
진짜 세상에서 제일 부러운 삶이다 백종원 사람 정말 너무 진국이던데 부러워요 소유진 ㅠㅠㅠㅠㅠ	0
연기 갈증이라고 하기엔 결혼전에도 딱히 작품활동 한게 없음	0
탕안된게 어디냐	0
박호산는 듣보잡이냐 그냥 드라마 때리쳐라	0
잘못한것도 없는데 사람 욕하고 상처주는거 본인들한테 돌아간다 맘보 곱게써라	0
휘재야 10년만 더하자 하차는 화이링	0
원하면이라	0
비디오 있어도 안에다 싸는 장면만 없으면 그럭저럭 참을수 있을것 같음근데 만악 안에다 싸는 장면까지 있다면 멘탈 나갈것 같음	0
적당히를 넘어 꽐라될때까지 마셔서 문제지	0
역대급 철판이다	0
틀딱들 바로 부모님 시전하는것보니 못배워처먹은 세대가 맞긴하나보네	0
친구따라 강남가서 ㅈ댐	0
이제 박유천그만 까라개인일이고 욕먹을 만큼 먹었디ㅡ	0
개그맨 김경민 닮은다고 나만 느낌	0
대통령님 잘하시다가 저러시네	0
연예인 아니라 예쁘다싶은 일반인이나 모델분들도 겪는일이고 보통은 차단박고 끝냄 그걸 4번이나 냅두고 분노를	0
갓대중센세 모욕 ㅁㅈㅎ	0
안재현 공익 신고자 변호사를 스스로 찾아가다니ㆍ침착한 대응 칭찬해주고 싶다ㆍ형사고소는 안한다니 한때 사랑했던사람으로서의 마지막 배려인듯ㆍ구라씨는 조용하네ㆍ	0
추천하고갑니다	0
근데 이부부 나올때 그냥 돌림	0
원래 이상했는데 니가 눈을 감았겠지 요새는 무슨	0
희대의 사기꾼과 우주의기운이함께하는분은 그냥 광화문앞에서 돌팔매질해서 보내드리면 안되나요	0
그리고 프리미엄 결제를 몇명이나 할까	0
멋지긴한데 통통할때의 신동이 좋다 건강생각하며 뺀건 잘한거같네요 통통이 신동도 그립지만 지금은 정말 꽃미남이네요 최고의 성형은 다이어트 탄수화물줄입시다 모두 건강행쇼	0
엑소는 9명일때가 가장 빛나는데	0
헨리 지한가할때만 나왔다 안나왔디 고정으로 나오는것도 아닌데 빼라 씸디나와서 재밌음	0
아니 개최국이 탈락한 거야 조별 실화냐	0
근데 이건 새로온 부장말도 들어봐야 되는거라 ㅁㅈㅎ	0
그냥 채굴선이다 보니 그래 했겠지만	0
진짜 잘자랐다 성격도 좋음 나혼자여행 잘봤어요	0
범인은 김남주	0
근데 2014년 문자만 공개된거면 이후에는 나쁜 한게 없어서 10년 카톡으로 협박한거 아님	0
그래도 뽑아주겠죠	0
어쩌다 우리 아재됫을까	0
양지원이랑조정석은 옛날에 사귀었어어요 뮤지컬하면서 거미만나기전 조정석유명하기전에	0
올해 23살인데 누나 이혼하기를 학수고대했다 드디어 나에게 기회가 온거라 이말이다	0
팝콘을 준비하자 ㅋㅋㅋㅋㅋㅋ	0
공부못하면 기술배워라는 말이 있잖아	0
안도와들 줄거면 입다물어라ㆍ본인은 얼마나힘들겠냐	0
화장끼 없는 얼굴이라고라	0
비닐봉지를 씌운 라이터를 갖다 아닌데	0
외제차면 ㅇㅈ이지 돈많을듯	0
얼마남지 않았다 ㅋㅋㅋㅋㅋ	0
식스센스 무대 겁나 멋있고 잘하더만 비주얼도 좋고 근데 4위뿐이 안되냐 ㅡㅡ 적어도 2등은 줘야지	0
박명수 시키나 없애라 진짜 방송 하기 싫은거 바로 티난다 완전 거저 먹고 자빠졌네	0
아무도 관심없는데 자꾸 신비주의 가수라고 마스크끼고 나옴 ㅋㅋㅋ	0
이효리 하면 제일 먼저 생각 나는게 유고걸이지 생긴 만두속 같이 생긴 놈이랑은 어울리지 마라 효리야 누구냐구 상순이 아니아니 김제동 말야	0
이렇게 쓰는 기자야 말로 진정한 기자님 나랑 동갑인데 나는 애낳고 행복하게 살고 진리는 결혼도 못하고 애키우는게 얼마나 행복한것인지도 모르고 가고 ㅠㅠ 고인의 명복을 빕니다	0
진짜 멋있다	0
니말대로 2060년에 휴거가 있을수도 있고	0
카페에서 보면 서킷 많이 타시는 분들은 캠버 조절 하시는 분들이 많으시더군요	0
그럼 헤어지면 되는 거야 이해 못하겠음 보면 되지 남의 영역에서 함부러 짓거리하는 여자랑 어떻게 사냐 생각만으로도 숨막힌다	0
박민영은 드라마 찍을때마다 스캔들	0
아무리그래도 오나라 머리끄댕이잡고 메이플시럽은 넘했다	0
내가 그런 했다는 근거 가져와 ㅋㅋㅋㅋㅋㅋ	0
그만큼 탁제훈을 신뢰할수 있는 매력적인 사람으로 본거겠지	0
예를들면 조선이 -100 -> 일제가 -50라는 거임 지금처럼 완전히 자유롭지는 못해서 마이너스지만 어찌됐건 조선보단 나았다는	0
@반일반북	0
진심 못생겼다 ㅉㅉ	0
시동 중국집 사장님도	0
부들부들 댄건 너인데	0
박봄의 보이스와 몸매는 아직도 먹어준다	0
군대생활도 기계가 할거나	0
조여정이나 저분들이나 출연료 차이지 막말로 뭐가다르지	0
숭문중학교에서 개쓰래기였음	0
그리고 중견이하 중소 좆소는 솔직히 복불복이야	0
제발 라이브도 키지마세요 기사로 올라오는 글도 보기 싫어요	0
http //www ilbe com/view/11224594279	0
역시 연기 인성 사생활 모든 연옌의 동경의 대상 이병헌님의 발톱의 때도 못따라온다 병헌님을 보고배워라	0
언제나오는고 보고싶어용 두분	0
선미에게 안될것 같은데 그래도 응원	0
지연이 얼굴은 배우같네	0
응그나저나 안시성 폭망 좊노잼영화일듯	0
아빠가 거기서 나와 ㅋㅋㅋㅋㅋㅋㅋ	0
자동차에서 뜬금없이 잠을 자는 설정 너무 작위적임 성현 오빠 부르니까 잠꼬대로 대답하고 볼수록 노답 드라마	0
이렇게 타먹었는데 결혼지원금 30만원 짜리 있었는데	0
모두가 비슷하게 생각해도 밖에 내면 되는 말이 있는 건데 용접 이나 하라고 했다면 언어 선택에서 화자 본인의 가치평가가 들어가 있다고 판단해야지 그러면 욕먹어도 싸다 본인이 본인 말에서 용접을 평가절하 했으니까	0
이유 파악도 못하고	0
모성애는 아름답다 아기를 안고 있는 모습이 아름답네요 건강하시고 행복하시길	0
대리만족이나 해야지	0
그리 가면 먼저간 사람이 퍽이나 좋아하겠다	0
그러니까 현빈이랑 손예진 결혼했으면	0
왜이리 악플만 있죠 전개가 답답하기 보단 연출이 세련된거 같고 10분이라 느낄만큼 잼나는데	0
역시 교과서적인 훈훈한마무리는 몰입도를 떨어뜨리는군	0
완전 멋지고 예뿌다ㅜㅜ 근데 효린 기사는 안나올까요 잔나비도 글쿠	0
목줄은 풀어주었니	0
그래서 계속 빡센 곳은 빡세고 편한곳은 편하니 정부의 잘못이지	0
하필 중에서도 혈액암이냐	0
분신을 만들고 싶은 욕구가 잇음	0
어떤 반응을 하더라도 러블리즈에게 관심을 가진 사람이 한건데 관심에 대해서 끝까지 참아주고 인내해주면 좋았을텐데 라고 생각도 들고 동시에 그런 보고 당연한 반응을 했구나라는 생각도 들고 어쨋든 재미있는 주제다	0
노무 슬프노 ㅠㅠ	0
편집자는 최저시급주노 ㅋㅋ	0
요즘은 배우보다 아나윤서가 더이뻐	0
어딘데그리싸노	0
ㅋㅋㅋ 개꼬시다	0
차값외적인부분에서도 3시리즈탈빠엔 안타는게 맞다	0
조만간에 부부도 이혼각이네 ㅋㅋㅋ	0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
재발 유재석 박명수 나가라 정말 재미앖다 멘트 주워담고 재미없은 유재석 박명수는 외모라도 웃겼는데 지금은 머리심고 꾸미고 나오니 전혀 노잼 게다가 재치도 없고 열정도 없고	0
그리즈만 닮은 애네 엑소도 활동할만큼 했으니 미련 없을듯	0
아니 근데 출연진은 유재석인데 카메라 돌리면서 연예인 일상찍는게 대부분이고 일상속에 유재석이 항상 함께하는것도아니면서 유재석은 출연진에속하는거죠 희한하네	0
공적마스크 하고 있는것 같은데	0
베스트 가자용	0
강동원 실제로 못봣으면 그런말하지마라 박보검읔 상대가 안된다	0
짭ㅈㅎ주고싶다	0
송혜교는 탈세까지 하고도 혼자 잘걷는다 니들이나 혼자 걷다 졷망하고 옛날 수금같이 걷던 생각나서 같이 걷자고 뭉치는거지	0
개인 최고커리어 올림픽 종합4등의 학원강사와 비벼지던 피겨의 전설	0
고현정 연기 미모 카리스마 소름 드라마 안보는데 오늘 봤지만 시간가는줄 모르고 몰입했네요	0
다녀오는데 아마 머리는 들어가면 다시 밀어야할 거다	0
놀지만 말고 연기자할거면 연습좀 해라 핵발연기ㅋㅋ	0
과학	0
주식은 않하는게 버는건데	0
유감같은 소리한다 패소해놓고	0
절대로 임현주 욕하는인간이랑은 안논다	0
조만간 민주당 정당가입도하고	0
그냥 횡보 9억 이하는 몇달 후에 여파가 갈것임	0
진정성이 담긴 홍익강연들	0
ㄷㄷㄷ비호세력이 있는지 탈탈 털어야됨	0
3000갑니다 안전밸트 꽉매세요	0
아아 커플 달달해 심장 폭격 당하는것 같아 오창석 대존잘 오늘 비주얼 최고 야구장에서 진정성 있는 고백도 완전 심쿵 이남자 스윗 멋지다 아아 커플 사랑스럽고 예쁜 커플 끝까지 좋은 인연 되길 ^^	0
국방부가 아니지 정부가 해야지	0
뭐가 그케 고마울까 이딴거 쓰지말고 미세먼지 예방법이나 써주삼	0
ㅇㅂㄹ	0
여성이 정신을 잃어 동의한적 없는데 섹스한거면 그게 강간인데 사과받고싶어 만났다가 두번째 강간 당한 사람 적지않은데 그게 문제인지도 모르겠음	0
애기 너무 안쓰럽고 불쌍하다 ㅠㅠ 부디 부모없다고 기죽지말고 잘크렴 ㅠㅠ	0
속도감지리노	0
반성안해도됑 평생감옥에서 살아 너무 가증스럽다	0
남편분은 빨리 뵙는거 원치 않으실겁니다 아드님과 행복하게 사세요	0
쌍방 입장이 다른 이해관계이므로 소속사 입장을 들어보면 다른 얘기가 나올것 같음 어쨌든 서로 욕심을 내려놓고 원만히 해결되길	0
다음 분탕	0
박민정씨 하셨어요 속이 시원하네요ㅋㅋㅋ 이제야 탈퇴ㅡㅡ	0
진짜 닮았네 넘귀엽다	0
이탈리아 축구얘기하지 말라고^^ 북한남한한테 발리고 독일만 이기면 축구인건 아냐	0
이젠 의미 확장 시도하고 있죠아주 그냥 뭐하나 걸리면 쥐잡듯이들 잡는구만 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
지금 정부아니라 전이나전전정부같았음	0
여기 써있는 그대로의 문장이면 성실이고 자시고 니가 넘겨짚고 있는 같은데 공부할 생각 없으면 용접하란 소리 아님 용접에 공부 필요없는거 맞잖아글쎄 호주니 뉴욕이니 하는 데서 이런 기능공이 돈을 많이 받는다고 하는데 실제 인식이 어떤진 모르겠지만기능공이 공부해서 얻는 직업이랑 같은 대우를 받는 나라였으면 이게 문제가 되는 발언일까 그냥 공부 맞으면 용접해라 하는 다른 선택지를 제시해준 뿐이잖아이게 기능공 비하발언이라고 주장하는 사람은 사람부터 은연중에 기능공을 아래로 보고 있다는 소리밖에 되는 같음	0
내가 착한일이 나의 죄악을 덮어주지 못함	0
주변에 고려대 영재교육원 나온 4명 있는데 인하대 상명대 중앙대 동국대 이렇게 갔음 대학에 어릴때 영재라고 명문대 가는 아니더라	0
예쁘긴 한데	0
영화 이후로 마루타라는 신화가 생김	0
